keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,2.0625,,,,,,,,0.7625,,,,,,,1.3,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,6,6,1,1
v,1,1.8959,,,,,,,,0.7959,,,,,,,1.1,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,7,7,5,1
v,1,1.8948,,,,,,,,0.5948,,,,,,,1.3,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,8,8,8,1
v,1,1.6605,,,,,,,,0.5605,,,,,,,1.1,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,0,9,5,1
b,1,2.3903,,,,,,,,0.8903,,,,,,,1.5,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,1,10,4,1
b,1,1.7973,,,,,,,,0.6973,,,,,,,1.1,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,2,11,7,1
b,1,1.8857,,,,,,,,0.5857,,,,,,,1.3,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,3,12,1,1
c,1,2.2681,,,,,,,,0.7681,,,,,,,1.5,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,4,13,6,1
c,1,2.516,,,,,,,,1.416,,,,,,,1.1,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,5,14,0,1
v,1,2.0254,,,,,,,,0.7254,,,,,,,1.3,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,6,15,8,1
c,1,1.9434,,,,,,,,0.6434,,,,,,,1.3,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,7,16,3,1
v,1,2.125,,,,,,,,0.625,,,,,,,1.5,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,1,8,17,2,1
