keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,3.021,,,,,,,,1.721,,,,,,,1.3,images/target_square.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,0,6,6,8,1
b,1,4.165,,,,,,,,2.865,,,,,,,1.3,images/target_plus.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,0,7,7,1,1
v,1,1.9217,,,,,,,,0.8217,,,,,,,1.1,images/target_square.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,0,8,8,5,1
c,0,3.1348,,,,,,,,1.8348,,,,,,,1.3,images/target_plus.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,0,9,1,1
v,1,3.2588,,,,,,,,1.7588,,,,,,,1.5,images/target_square.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,1,10,2,1
v,1,1.7131,,,,,,,,0.6131,,,,,,,1.1,images/target_square.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,2,11,5,1
c,0,2.9632,,,,,,,,1.8632,,,,,,,1.1,images/target_plus.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,3,12,7,1
c,1,2.8029,,,,,,,,1.3029,,,,,,,1.5,images/target_cross.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,4,13,6,1
b,1,2.8559,,,,,,,,1.3559,,,,,,,1.5,images/target_plus.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,5,14,4,1
v,1,2.0035,,,,,,,,0.7035,,,,,,,1.3,images/target_square.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,6,15,8,1
c,1,2.9994,,,,,,,,1.6994,,,,,,,1.3,images/target_cross.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,7,16,3,1
c,1,6.9497,,,,,,,,5.8497,,,,,,,1.1,images/target_cross.jpg,D,001,04-02-2023_18h53.54.529,choiceRTT,2021.2.3,Win32,165.6177542,,,,,,,1,8,17,0,1
