keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.281111111,-0.27,1,0,0,4.081,cross_button,1,2.781,,,,,,,1.3,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,1,1,3,1
,0,0.055555556,-0.297777778,1,0,0,2.516,square_button,1,1.016,,,,,,,1.5,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,2,2,2,1
,0,-0.241111111,-0.241111111,1,0,0,3.031,cross_button,1,1.931,,,,,,,1.1,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,3,3,0,1
,0,-0.21,-0.258888889,1,0,0,2.532,cross_button,1,1.032,,,,,,,1.5,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,4,4,6,1
,0,0.021111111,-0.257777778,1,0,0,2.666,square_button,1,1.366,,,,,,,1.3,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,5,5,8,1
,0,0.261111111,-0.256666667,1,0,0,2.899,plus_button,1,1.799,,,,,,,1.1,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,6,6,7,1
,0,0.262222222,-0.257777778,1,0,0,2.416,plus_button,1,1.116,,,,,,,1.3,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,7,7,1,1
,0,0.042222222,-0.27,1,0,0,2.348,square_button,1,1.248,,,,,,,1.1,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,0,8,8,5,1
,0,0.035555556,-0.27,1,0,0,1.749,square_button,1,0.649,,,,,,,1.1,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,0,9,5,1
,0,-0.244444444,-0.257777778,1,0,0,3.098,cross_button,1,1.598,,,,,,,1.5,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,1,10,6,1
,0,-0.288888889,-0.233333333,1,0,0,2.583,cross_button,1,1.283,,,,,,,1.3,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,2,11,3,1
,0,0.23,-0.26,1,0,0,2.333,plus_button,1,1.233,,,,,,,1.1,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,3,12,7,1
,0,-0.212222222,-0.243333333,1,0,0,4.149,cross_button,1,3.049,,,,,,,1.1,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,4,13,0,1
,0,0.077777778,-0.241111111,1,0,0,2.332,square_button,1,0.832,,,,,,,1.5,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,5,14,2,1
,0,0.286666667,-0.27,1,0,0,3.05,plus_button,1,1.75,,,,,,,1.3,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,6,15,1,1
,0,0.296666667,-0.264444444,1,0,0,2.849,plus_button,1,1.349,,,,,,,1.5,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,7,16,4,1
,0,0.006666667,-0.256666667,1,0,0,3.266,square_button,1,1.966,,,,,,,1.3,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,1,8,17,8,1
